590;10.9781
1190;6.9671
1790;13.3414
2390;24.4503
2990;42.6023
3590;35.4127
4190;38.3858
4790;46.55
5390;69.3456
5990;68.7583
6590;92.733696
7190;107.837906
7790;149.8324
8390;146.7295
8990;152.38179
9590;195.9106
10190;193.2967
10790;227.2938
11390;237.4504
11990;261.8886
12590;299.7418
13190;332.4574
13790;383.5141
14390;401.841
14990;467.5895
15590;501.6849
16190;548.8367
16790;625.2143
17390;718.34735
17990;729.7901
